"data_dt","pty_id","prdt_id","sys_source","ccy","buy_cnt","buy_mnt","buy_rake","buy_amt","buy_fare","sell_cnt","sell_mnt","sell_rake","sell_amt","sell_fare"
"20260130",C000000000000044,"9900090346",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,100.0000,5.0000,7058.0000,3.6000
"20260130",C000000000000044,"9900231471",fc,"0",0,0.0000,0.0000,0.0000,0.0000,1,100.0000,7.4600,4827.0000,0.0000
"20260130",C000000000000044,"9900231471",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,100.0000,5.0000,4827.0000,2.4600
"20260130",C000000000000044,"9900264186",fc,"0",0,0.0000,0.0000,0.0000,0.0000,1,100.0000,9.3200,8471.0000,0.0000
"20260130",C000000000000044,"9900264186",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,100.0000,5.0000,8471.0000,4.3200
"20260130",C000000000000044,"9900264425",fc,"0",0,0.0000,0.0000,0.0000,0.0000,1,15000.0000,56.5300,72900.0000,0.0000
"20260130",C000000000000044,"9900264425",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,15000.0000,19.3500,72900.0000,37.1800
"20260130",C000000000000044,"9900264432",fc,"0",0,0.0000,0.0000,0.0000,0.0000,1,100.0000,5.7500,1475.0000,0.0000
"20260130",C000000000000044,"9900264432",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,100.0000,5.0000,1475.0000,0.7500
"20260130",C000000000000044,"9900264525",fc,"0",0,0.0000,0.0000,0.0000,0.0000,1,1000.0000,11.4400,12610.0000,0.0000
"20260130",C000000000000044,"9900264525",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,1000.0000,5.0000,12610.0000,6.4400
"20260130",C000000000000044,"9900267908",fc,"0",4,1700.0000,29.5000,91646.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000044,"9900267908",nm,"0",4,1700.0000,28.5900,91646.0000,0.9100,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000044,"9900269315",fc,"0",0,0.0000,0.0000,0.0000,0.0000,1,100.0000,6.4400,2815.0000,0.0000
"20260130",C000000000000044,"9900269315",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,100.0000,5.0000,2815.0000,1.4400
"20260130",C000000000000047,"9900147514",nm,"0",1,200.0000,5.0000,11066.0000,0.1100,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000050,"9900184297",nm,"0",1,300.0000,5.0000,18060.0000,0.1800,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000050,"9900189242",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,200.0000,5.0000,14796.0000,7.5500
"20260130",C000000000000050,"9900190511",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,200.0000,5.0000,18200.0000,9.2800
"20260130",C000000000000050,"9900238142",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,200.0000,5.0000,7380.0000,3.7600
"20260130",C000000000000050,"9900264442",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,200.0000,5.0000,14596.0000,7.4500
"20260130",C000000000000050,"9900305607",nm,"0",1,20189.4800,0.0000,20189.4800,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000052,"9900148630",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,1000.0000,5.0000,39160.0000,19.9700
"20260130",C000000000000052,"9900264355",nm,"0",2,1100.0000,10.0000,29757.0000,0.3000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000052,"9900268057",nm,"0",1,1000.0000,5.0000,28650.0000,0.2900,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000052,"9900305607",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,19371.8000,0.0000,19371.8000,0.0000
"20260130",C000000000000054,"9900021574",nm,"0",1,100.0000,0.1000,184.6000,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000054,"9900189151",nm,"0",1,100.0000,0.1000,166.9000,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000054,"9900221136",nm,"0",1,100.0000,0.1000,139.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000055,"9900286227",nm,"0",0,0.0000,0.0000,0.0000,0.0000,0,5200.0000,52.0000,5200000.0000,0.0000
"20260130",C000000000000061,"9900263428",nm,"0",1,300.0000,5.0000,2613.0000,0.0300,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000061,"9900264324",nm,"0",1,500.0000,5.0000,6030.0000,0.0600,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000061,"9900264807",nm,"0",4,3300.0000,20.0000,23007.0000,0.2200,1,1000.0000,5.0000,6970.0000,3.5600
"20260130",C000000000000063,"9900182668",nm,"0",1,100.0000,5.0000,1895.0000,0.0200,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000063,"9900264432",nm,"0",7,2100.0000,35.0000,30467.0000,0.2600,2,2400.0000,10.0000,35088.0000,17.9000
"20260130",C000000000000063,"9900267663",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,100.0000,5.0000,1133.0000,0.5800
"20260130",C000000000000063,"9900270059",nm,"0",1,100.0000,5.0000,1447.0000,0.0100,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000063,"9900305607",nm,"0",1,35589.9900,0.0000,35589.9900,0.0000,1,37553.4700,0.0000,37553.4700,0.0000
"20260130",C000000000000064,"9900267732",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,2000.0000,5.0000,21669.0000,11.0400
"20260130",C000000000000064,"9900305607",nm,"0",1,21653.0800,0.0000,21653.0800,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000065,"9900182386",nm,"0",1,100.0000,5.0000,1458.0000,0.0100,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000065,"9900269523",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,300.0000,5.0000,1725.0000,0.8800
"20260130",C000000000000067,"9900267726",nm,"0",1,9100.0000,11.4200,43043.0000,0.4300,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000067,"9900305607",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,32327.9600,0.0000,32327.9600,0.0000
"20260130",C000000000000072,"9900263453",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,500.0000,5.0000,11295.0000,5.7700
"20260130",C000000000000072,"9900264750",nm,"0",1,1400.0000,5.0000,10327.0000,0.1100,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000085,"9900270287",nm,"0",1,500.0000,5.0000,5275.0000,0.0500,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000086,"9900269843",nm,"0",1,9000.0000,12.7400,44640.0000,0.4500,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000086,"9900305607",nm,"0",1,1183.4400,0.0000,1183.4400,0.0000,1,45837.6800,0.0000,45837.6800,0.0000
"20260130",C000000000000087,"9900212989",fc,"0",0,0.0000,0.0000,0.0000,0.0000,5,11567.0000,203.9100,326035.9200,0.0000
"20260130",C000000000000087,"9900212989",nm,"0",0,0.0000,0.0000,0.0000,0.0000,5,11567.0000,37.6100,326035.9200,166.3000
"20260130",C000000000000087,"9900263469",fc,"0",1,4200.0000,6.5900,52584.0000,0.0000,1,4200.0000,33.3800,53340.0000,0.0000
"20260130",C000000000000087,"9900263469",nm,"0",1,4200.0000,6.0700,52584.0000,0.5200,1,4200.0000,6.1600,53340.0000,27.2200
"20260130",C000000000000091,"9900263491",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,200.0000,5.0000,736.0000,0.3800
"20260130",C000000000000091,"9900264277",nm,"0",1,100.0000,5.0000,936.0000,0.0100,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000095,"9900305607",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,58.6100,0.0000,58.6100,0.0000
"20260130",C000000000000099,"9900264334",fc,"0",1,100000.0000,70.5100,611320.0000,0.0000,2,200000.0000,775.4800,1260000.0000,0.0000
"20260130",C000000000000099,"9900264334",nm,"0",1,100000.0000,64.4300,611320.0000,6.0800,2,200000.0000,132.8000,1260000.0000,642.6800
"20260130",C000000000000099,"9900269444",fc,"0",1,50000.0000,29.0900,252000.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000099,"9900269444",nm,"0",1,50000.0000,26.5600,252000.0000,2.5300,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000099,"9900269904",fc,"0",1,100000.0000,67.1700,582000.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000099,"9900269904",nm,"0",1,100000.0000,61.3400,582000.0000,5.8300,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000105,"9900264785",nm,"0",1,100.0000,5.0000,9100.0000,0.0900,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000105,"9900267663",nm,"0",1,200.0000,5.0000,2236.0000,0.0200,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000105,"9900268038",nm,"0",1,200.0000,5.0000,9000.0000,0.0900,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000105,"9900270282",nm,"0",1,100.0000,5.0000,560.0000,0.0100,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000105,"9900305607",nm,"0",1,26037.7900,0.0000,26037.7900,0.0000,1,41640.4500,0.0000,41640.4500,0.0000
"20260130",C000000000000108,"9900269759",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,500.0000,15.8500,7255.0000,3.7000
"20260130",C000000000000108,"9900305607",nm,"0",1,7228.4800,0.0000,7228.4800,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000110,"9900263622",nm,"0",1,100.0000,5.0000,5577.0000,0.0600,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000110,"9900263655",nm,"0",1,100.0000,5.0000,12262.0000,0.1200,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000111,"9900151516",nm,"0",1,1000.0000,11.7700,111630.0000,1.1100,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000111,"9900188913",nm,"0",1,200.0000,5.0000,24932.0000,0.2500,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000111,"9900205398",nm,"0",3,100000.0000,19.0800,159010.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000111,"9900218823",nm,"0",1,5000.0000,6.2900,59700.0000,0.6000,1,5000.0000,6.2600,59400.0000,30.2600
"20260130",C000000000000111,"9900228378",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,150000.0000,10.0400,83700.0000,0.0000
"20260130",C000000000000111,"9900263957",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,5000.0000,5.0000,38250.0000,19.5400
"20260130",C000000000000111,"9900268187",nm,"0",1,2000.0000,5.0000,42232.0000,0.4200,1,2000.0000,5.0000,44820.0000,22.8100
"20260130",C000000000000111,"9900269418",nm,"0",1,500.0000,5.0000,16720.0000,0.1700,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000111,"9900270360",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,300.0000,5.0000,26578.0000,13.5600
"20260130",C000000000000111,"9900270470",nm,"0",1,5000.0000,5.0000,44150.0000,0.4400,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000111,"9900270682",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,2500.0000,5.0000,41125.0000,20.9800
"20260130",C000000000000111,"9900286227",nm,"0",0,0.0000,0.0000,0.0000,0.0000,0,2144.0000,2.1400,2144000.0000,0.0000
"20260130",C000000000000113,"9900193321",nm,"0",1,1000.0000,5.0000,35500.0000,0.3600,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000113,"9900305607",nm,"0",1,94207.6400,0.0000,94207.6400,0.0000,1,129713.0000,0.0000,129713.0000,0.0000
"20260130",C000000000000118,"9900264296",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,2000.0000,28.1500,98620.0000,50.3000
"20260130",C000000000000118,"9900265043",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,2000.0000,61.2200,214500.0000,109.4000
"20260130",C000000000000121,"9900269319",nm,"0",0,0.0000,0.0000,0.0000,0.0000,2,500.0000,10.0000,19485.0000,9.9400
"20260130",C000000000000121,"9900305607",nm,"0",1,19465.0100,0.0000,19465.0100,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000124,"9900305607",nm,"0",1,88167.3700,0.0000,88167.3700,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000125,"9900227399",nm,"0",2,2000.0000,10.0000,25330.0000,0.2600,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000125,"9900305607",nm,"0",1,2471.2500,0.0000,2471.2500,0.0000,1,7811.5600,0.0000,7811.5600,0.0000
"20260130",C000000000000126,"9900014638",nm,"0",3,700.0000,15.0000,18099.0000,0.1800,1,500.0000,5.0000,13120.0000,6.6900
"20260130",C000000000000126,"9900021574",nm,"0",4,9000.0000,1.6500,16471.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000126,"9900030407",nm,"0",2,6000.0000,0.8300,8298.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000126,"9900205208",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,21000.0000,1.9300,19320.0000,0.0000
"20260130",C000000000000126,"9900205895",nm,"0",1,3000.0000,0.1900,1887.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000126,"9900212307",nm,"0",2,20000.0000,1.9400,19380.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000126,"9900237213",nm,"0",1,3000.0000,0.3800,3843.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000126,"9900263459",nm,"0",5,1000.0000,25.0000,38066.0000,0.4000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000126,"9900263655",nm,"0",2,200.0000,10.0000,24564.0000,0.2400,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000126,"9900268292",nm,"0",1,500.0000,5.0000,9775.0000,0.1000,1,500.0000,5.0000,10015.0000,5.1100
"20260130",C000000000000126,"9900269579",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,3500.0000,5.0000,16240.0000,8.2800
"20260130",C000000000000126,"9900270465",nm,"0",1,200.0000,5.0000,5184.0000,0.0500,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000126,"9900286227",nm,"0",0,0.0000,0.0000,0.0000,0.0000,0,96.0000,0.1000,96000.0000,0.0000
"20260130",C000000000000127,"9900003589",nm,"0",1,98.2000,0.0000,113.3400,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000127,"9900004423",nm,"0",1,45.2900,0.0000,45.2900,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000127,"9900012720",nm,"0",1,10.9900,0.0000,16.4200,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000127,"9900013098",nm,"0",1,20.0600,0.0000,21.1600,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000127,"9900022943",nm,"0",1,2.6700,0.0000,10.1400,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000127,"9900030334",nm,"0",1,13.3100,0.0000,14.2300,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000127,"9900036859",nm,"0",1,3.1900,0.0000,4.4800,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000127,"9900038127",nm,"0",1,4.3500,0.0000,7.8600,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000127,"9900039795",nm,"0",1,5.8600,0.0000,9.7500,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000127,"9900040357",nm,"0",1,1.0800,0.0000,5.3800,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000127,"9900043079",nm,"0",1,11.3400,0.0200,19.6400,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000127,"9900050448",nm,"0",1,12.3500,0.0000,15.6800,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000127,"9900062586",nm,"0",1,19.6000,0.0300,34.5000,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000127,"9900066563",nm,"0",1,68.8000,0.0000,73.6800,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000127,"9900078088",nm,"0",1,8.2400,0.0000,10.2300,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000127,"9900124449",nm,"0",1,27.2200,0.0300,35.1100,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000127,"9900181200",nm,"0",1,39.5000,0.0000,41.7300,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000127,"9900201800",nm,"0",1,1.0900,0.0000,5.1300,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000127,"9900212306",nm,"0",1,17.2900,0.0000,17.2900,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000127,"9900236955",nm,"0",1,4.8300,0.0000,4.7500,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000127,"9900240714",nm,"0",1,20.6700,0.0000,20.6700,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000127,"9900241546",nm,"0",1,6.7900,0.0000,9.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000127,"9900264215",nm,"0",1,2000.0000,5.0000,11500.0000,0.1100,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000127,"9900286474",nm,"0",1,22.0900,0.0600,95.0300,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000127,"9900287026",nm,"0",1,19.1200,0.0000,19.1200,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000127,"9900289140",nm,"0",1,50.5300,0.0000,50.5300,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000127,"9900289581",nm,"0",1,19.0800,0.0000,19.0800,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000127,"9900290302",nm,"0",1,3.2700,0.0000,10.1900,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000127,"9900291025",nm,"0",1,3.7700,0.0000,4.9400,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000127,"9900293241",nm,"0",1,4.5500,0.0000,4.5500,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000127,"9900293274",nm,"0",1,39.4600,0.0000,39.4600,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000130,"9900286227",nm,"0",0,0.0000,0.0000,0.0000,0.0000,0,44.0000,0.4400,44000.0000,0.0000
"20260130",C000000000000131,"9900008722",nm,"0",1,200.0000,0.1200,404.2000,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000131,"9900305607",nm,"0",1,3266.2900,0.0000,3266.2900,0.0000,1,4010.6100,0.0000,4010.6100,0.0000
"20260130",C000000000000132,"9900267990",fc,"0",2,43500.0000,272.4300,2179464.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000132,"9900267990",nm,"0",1,9900.0000,56.1300,488070.0000,4.8900,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000132,"9900267990",nm,"0",2,43500.0000,250.6300,2179464.0000,21.8000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000132,"9900269666",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,2900.0000,54.4100,473165.0000,241.2900
"20260130",C000000000000135,"9900305607",nm,"0",1,9881.1200,0.0000,9881.1200,0.0000,1,9881.1300,0.0000,9881.1300,0.0000
"20260130",C000000000000136,"9900188678",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,4000.0000,17.2200,149200.0000,76.1000
"20260130",C000000000000136,"9900305607",nm,"0",1,149106.7500,0.0000,149106.7500,0.0000,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000137,"9900264270",nm,"0",1,500.0000,15.0000,6870.0000,0.0700,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000137,"9900264507",nm,"0",1,500.0000,9.6300,4410.0000,0.0400,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000137,"9900265132",nm,"0",1,200.0000,8.6800,3974.0000,0.0400,0,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000139,"9900263811",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,100.0000,5.0000,1895.0000,0.9700
"20260130",C000000000000140,"9900263811",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,200.0000,5.0000,4268.0000,2.1800
"20260130",C000000000000146,"9900147948",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,500.0000,5.0000,8565.0000,4.3600
"20260130",C000000000000146,"9900267797",nm,"0",0,0.0000,0.0000,0.0000,0.0000,1,200.0000,5.0000,2100.0000,1.0700
"20260130",C000000000000146,"9900286227",nm,"0",0,0.0000,0.0000,0.0000,0.0000,0,888.0000,8.8800,888000.0000,0.0000
"20260130",C000000000000147,"9900217864",nm,"0",1,1000.0000,2.9000,1317.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000
