"data_dt","pty_id","sys_source","cash_in","cash_out","tran_in","tran_out","assign_in","assign_out"
"20260130",C000000000000215,nm,5700.0000,5000.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000220,nm,0.0000,262.0300,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000232,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000233,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000236,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000248,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000253,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000260,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000267,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000267,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000270,nm,0.0000,50000.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000273,nm,2200.0000,2200.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000275,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000299,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000300,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000302,fc,6008.8000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000305,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000311,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000332,nm,0.0000,566.8600,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000343,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000343,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000352,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000370,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000381,fc,10000.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000386,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000391,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000392,nm,3000.0000,18900.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000404,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000411,nm,35000.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000416,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000438,nm,0.0000,17000.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000440,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000441,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000442,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000448,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000449,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000450,nm,0.0000,10095.0300,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000462,nm,1400.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000473,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000475,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000477,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000481,nm,2800.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000484,nm,35900.0000,24250.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000486,nm,15000.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260130",C000000000000495,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000004,nm,0.0000,1000000.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000020,nm,40000.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000036,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000040,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000042,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000044,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000065,nm,0.0000,123.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000069,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000087,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000088,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000115,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000123,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000124,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000125,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000127,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000130,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000150,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000155,nm,20000.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000165,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000169,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000172,nm,0.0000,273.2500,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000175,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000176,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000179,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000205,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000206,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000209,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000215,nm,4500.0000,6000.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000232,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000233,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000236,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000253,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000255,nm,30000.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000260,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000267,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000267,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000269,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000273,nm,2200.0000,699.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000274,fc,28000.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000275,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000292,nm,50000.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000299,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000300,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000305,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000327,nm,50000.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000332,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000343,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000347,nm,50000.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000352,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000381,fc,60000.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000382,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000389,nm,0.0000,67027.7400,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000392,nm,0.0000,600.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000404,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000440,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000448,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000449,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000455,nm,20000.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000460,nm,1000.0000,30000.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000473,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260304",C000000000000475,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000010,nm,20000.0000,360000.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000012,nm,7500.0000,1541.6800,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000017,nm,41800.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000036,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000040,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000044,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000052,nm,0.0000,100000.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000069,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000077,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000088,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000099,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000115,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000123,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000124,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000125,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000127,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000130,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000150,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000165,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000169,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000173,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000175,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000176,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000177,nm,0.0000,9000.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000179,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000205,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000206,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000209,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000215,nm,6200.0000,3300.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000220,nm,5500.0000,5769.3800,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000232,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000233,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000236,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000250,nm,0.0000,10000.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000253,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000260,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000267,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000267,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000274,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000275,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000299,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000300,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000302,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000305,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000332,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000343,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000346,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000352,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000352,nm,0.0000,5000.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000381,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000386,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000389,nm,200000.0000,57021.7400,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000391,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000392,nm,0.0000,20.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000404,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000416,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000440,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000448,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000449,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000455,nm,10000.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000462,nm,0.0000,5000.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000473,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000475,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000493,nm,0.0000,2000.0000,0.0000,0.0000,0.0000,0.0000
"20260310",C000000000000500,nm,0.0000,6000.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000010,nm,10000.0000,5696.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000017,nm,400.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000018,nm,130000.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000036,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000042,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000044,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000050,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000069,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000087,fc,48000.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000088,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000096,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000099,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000109,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000115,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000119,nm,0.0000,1300.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000123,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000124,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000125,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000127,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000130,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000132,fc,0.0000,524662.2400,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000140,nm,0.0000,183.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000150,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000165,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000169,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000172,nm,0.0000,2.7600,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000173,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000175,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000176,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000177,nm,0.0000,40000.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000179,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000205,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000206,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000209,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000211,nm,0.0000,5000.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000215,nm,3300.0000,9200.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000220,nm,100000.0000,3676.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000225,nm,0.0000,9000.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000232,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000233,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000236,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000248,fc,0.0000,580.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000249,nm,0.0000,759.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000253,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000260,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000263,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000267,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000267,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000273,nm,700.0000,700.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000275,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000280,nm,39800.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000284,nm,5000000.0000,6426072.0400,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000299,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000300,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000305,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000305,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000317,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000332,nm,0.0000,908.9100,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000334,nm,0.0000,1200.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000336,nm,2500000.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000343,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000352,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000373,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000381,fc,30000.0000,30000.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000382,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000386,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000389,nm,0.0000,26618.8200,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000391,fc,61000.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000391,nm,0.0000,60542.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000404,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000440,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000442,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000444,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000448,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000448,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000449,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000458,nm,0.0000,95.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000460,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000462,nm,0.0000,1000.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000473,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000475,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000484,nm,35200.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000495,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260121",C000000000000500,nm,0.0000,23310.0000,0.0000,0.0000,0.0000,0.0000
"20260202",C000000000000010,nm,4000000.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260202",C000000000000017,nm,195800.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260202",C000000000000026,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260202",C000000000000028,nm,0.0000,2560.0000,0.0000,0.0000,0.0000,0.0000
"20260202",C000000000000036,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260202",C000000000000042,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260202",C000000000000050,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260202",C000000000000065,nm,0.0000,255.0000,0.0000,0.0000,0.0000,0.0000
"20260202",C000000000000069,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260202",C000000000000077,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260202",C000000000000087,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260202",C000000000000088,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260202",C000000000000099,fc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260202",C000000000000109,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260202",C000000000000115,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"20260202",C000000000000123,nm,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
