"data_dt","org_id","org_name","up_org_id","up_org_name"
"20260531",XX00000139,姜堰******营业部,XX00000262,泰州分公司
"20260531",XX00000140,盐城******营业部,XX00000261,盐城分公司
"20260531",XX00000141,东台******营业部,XX00000261,盐城分公司
"20260531",XX00000142,扬州******营业部,XX00000258,扬州分公司
"20260531",XX00000143,扬州******营业部,XX00000258,扬州分公司
"20260531",XX00000144,扬州******营业部,XX00000258,扬州分公司
"20260531",XX00000145,泰兴******营业部,XX00000262,泰州分公司
"20260531",XX00000146,宿迁******营业部,XX00000254,徐州分公司
"20260531",XX00000147,淮安******营业部,XX00000261,盐城分公司
"20260531",XX00000148,镇江******营业部,XX00000253,常州分公司
"20260531",XX00000149,镇江******营业部,XX00000253,常州分公司
"20260531",XX00000150,泰州******营业部,XX00000262,泰州分公司
"20260531",XX00000151,泰州******营业部,XX00000262,泰州分公司
"20260531",XX00000152,淮安******营业部,XX00000261,盐城分公司
"20260531",XX00000153,辽宁分公司,XX000001,财富管理部
"20260531",XX00000154,盘锦******营业部,XX00000153,辽宁分公司
"20260531",XX00000155,沈阳******营业部,XX00000153,辽宁分公司
"20260531",XX00000157,徐州******营业部,XX00000254,徐州分公司
"20260531",XX00000158,济南******营业部,XX00000260,山东分公司
"20260531",XX00000159,莱阳******营业部,XX00000260,山东分公司
"20260531",XX00000160,济南******营业部,XX00000260,山东分公司
"20260531",XX00000161,临沂******营业部,XX00000260,山东分公司
"20260531",XX00000162,烟台******营业部,XX00000260,山东分公司
"20260531",XX00000163,徐州******营业部,XX00000254,徐州分公司
"20260531",XX00000164,徐州******营业部,XX00000254,徐州分公司
"20260531",XX00000165,浙江分公司,XX000001,财富管理部
"20260531",XX00000166,永嘉******营业部,XX00000165,浙江分公司
"20260531",XX00000167,舟山******营业部,XX00000165,浙江分公司
"20260531",XX00000168,杭州******营业部,XX00000165,浙江分公司
"20260531",XX00000170,湖南******营业部,XX00000263,湖南分公司
"20260531",XX00000171,四川分公司,XX000001,财富管理部
"20260531",XX00000172,成都******营业部,XX00000171,四川分公司
"20260531",XX00000173,成都******营业部,XX00000171,四川分公司
"20260531",XX00000174,成都******营业部,XX00000171,四川分公司
"20260531",XX00000175,德阳******营业部,XX00000171,四川分公司
"20260531",XX00000176,成都******营业部,XX00000171,四川分公司
"20260531",XX00000177,成都******营业部,XX00000171,四川分公司
"20260531",XX00000179,应城******营业部,XX00000128,湖北分公司
"20260531",XX00000180,武穴******营业部,XX00000128,湖北分公司
"20260531",XX00000181,石首******营业部,XX00000128,湖北分公司
"20260531",XX00000182,汉川******营业部,XX00000128,湖北分公司
"20260531",XX00000183,麻城******营业部,XX00000128,湖北分公司
"20260531",XX00000184,安陆******营业部,XX00000128,湖北分公司
"20260531",XX00000185,大悟******营业部,XX00000128,湖北分公司
"20260531",XX00000186,云梦******营业部,XX00000128,湖北分公司
"20260531",XX00000188,枝江******营业部,XX00000128,湖北分公司
"20260531",XX00000189,宜都******营业部,XX00000128,湖北分公司
"20260531",XX00000190,巴东******营业部,XX00000128,湖北分公司
"20260531",XX00000191,建始******营业部,XX00000128,湖北分公司
"20260531",XX00000192,来凤******营业部,XX00000128,湖北分公司
"20260531",XX00000193,利川******营业部,XX00000128,湖北分公司
"20260531",XX00000195,厦门******营业部,XX00000257,福建分公司
"20260531",XX00000196,漳州******营业部,XX00000257,福建分公司
"20260531",XX00000198,扬中******营业部,XX00000253,常州分公司
"20260531",XX00000199,南京******营业部,XX00000080,南京分公司
"20260531",XX00000200,苏州******营业部,XX00000090,苏州分公司
"20260531",XX00000201,南京******营业部,XX00000080,南京分公司
"20260531",XX00000202,南京******营业部,XX00000080,南京分公司
"20260531",XX00000203,南京******营业部,XX00000080,南京分公司
"20260531",XX00000204,南京******营业部,XX00000080,南京分公司
"20260531",XX00000205,上海******营业部,XX00000105,上海分公司
"20260531",XX00000206,苏州******营业部,XX00000090,苏州分公司
"20260531",XX00000207,常熟******营业部,XX00000090,苏州分公司
"20260531",XX00000208,无锡******营业部,XX00000255,无锡分公司
"20260531",XX00000209,常州******营业部,XX00000253,常州分公司
"20260531",XX00000210,连云******营业部,XX00000254,徐州分公司
"20260531",XX00000211,徐州******营业部,XX00000254,徐州分公司
"20260531",XX00000212,徐州******营业部,XX00000254,徐州分公司
"20260531",XX00000213,北京******营业部,XX00000112,北京分公司
"20260531",XX00000214,沈阳******营业部,XX00000153,辽宁分公司
"20260531",XX00000215,大连******营业部,XX00000153,辽宁分公司
"20260531",XX00000216,郑州******营业部,XX00000256,河南分公司
"20260531",XX00000217,武汉******营业部,XX00000128,湖北分公司
"20260531",XX00000218,深圳******营业部,XX00000242,深圳分公司
"20260531",XX00000219,上海******营业部,XX00000105,上海分公司
"20260531",XX00000220,兰州******营业部,XX00000274,西北分公司
"20260531",XX00000221,靖江******营业部,XX00000262,泰州分公司
"20260531",XX00000222,太仓******营业部,XX00000090,苏州分公司
"20260531",XX00000223,黑龙江分公司,XX000001,财富管理部
"20260531",XX00000224,哈尔******营业部,XX00000223,黑龙江分公司
"20260531",XX00000225,哈尔******营业部,XX00000223,黑龙江分公司
"20260531",XX00000226,绥化******营业部,XX00000223,黑龙江分公司
"20260531",XX00000227,牡丹******营业部,XX00000223,黑龙江分公司
"20260531",XX00000229,长春******营业部,XX00000223,黑龙江分公司
"20260531",XX00000230,合肥******营业部,XX00000259,安徽分公司
"20260531",XX00000231,马鞍******营业部,XX00000259,安徽分公司
"20260531",XX00000232,云南******营业部,XX00000171,四川分公司
"20260531",XX00000233,佛山******营业部,XX00000129,广东分公司
"20260531",XX00000234,贵阳******营业部,XX00000171,四川分公司
"20260531",XX00000235,海口******营业部,XX00000242,深圳分公司
"20260531",XX00000236,南昌******营业部,XX00000273,江西分公司
"20260531",XX00000237,南昌******营业部,XX00000273,江西分公司
"20260531",XX00000238,汕头******营业部,XX00000129,广东分公司
"20260531",XX00000239,十堰******营业部,XX00000128,湖北分公司
"20260531",XX00000240,中山******营业部,XX00000129,广东分公司
"20260531",XX00000241,伊宁******营业部,XX00000274,西北分公司
"20260531",XX00000242,深圳分公司,XX000001,财富管理部
"20260531",XX00000244,西宁******营业部,XX00000274,西北分公司
"20260531",XX00000245,苏州******营业部,XX00000090,苏州分公司
"20260531",XX00000246,常州******营业部,XX00000253,常州分公司
"20260531",XX00000247,镇江******营业部,XX00000253,常州分公司
"20260531",XX00000248,宜兴******营业部,XX00000255,无锡分公司
"20260531",XX00000249,南通******营业部,XX00000098,南通分公司
"20260531",XX00000250,呼和******营业部,XX00000112,北京分公司
"20260531",XX00000251,嘉兴******营业部,XX00000165,浙江分公司
"20260531",XX00000252,台州******营业部,XX00000165,浙江分公司
"20260531",XX00000253,常州分公司,XX000001,财富管理部
"20260531",XX00000254,徐州分公司,XX000001,财富管理部
"20260531",XX00000255,无锡分公司,XX000001,财富管理部
"20260531",XX00000256,河南分公司,XX000001,财富管理部
"20260531",XX00000257,福建分公司,XX000001,财富管理部
"20260531",XX00000258,扬州分公司,XX000001,财富管理部
"20260531",XX00000259,安徽分公司,XX000001,财富管理部
"20260531",XX00000260,山东分公司,XX000001,财富管理部
"20260531",XX00000261,盐城分公司,XX000001,财富管理部
"20260531",XX00000262,泰州分公司,XX000001,财富管理部
"20260531",XX00000263,湖南分公司,XX000001,财富管理部
"20260531",XX00000264,新沂******营业部,XX00000254,徐州分公司
"20260531",XX00000265,淮安******营业部,XX00000261,盐城分公司
"20260531",XX00000266,淮安******营业部,XX00000261,盐城分公司
"20260531",XX00000267,苏州******营业部,XX00000090,苏州分公司
"20260531",XX00000268,包头******营业部,XX00000112,北京分公司
"20260531",XX00000269,苏州******营业部,XX00000090,苏州分公司
"20260531",XX00000270,盐城******营业部,XX00000261,盐城分公司
"20260531",XX00000271,徐州******营业部,XX00000254,徐州分公司
"20260531",XX00000272,浙江******营业部,XX00000165,浙江分公司
"20260531",XX00000273,江西分公司,XX000001,财富管理部
"20260531",XX00000274,西北分公司,XX000001,财富管理部
"20260531",XX00000275,无锡******营业部,XX00000255,无锡分公司
"20260531",XX00000276,常州******营业部,XX00000253,常州分公司
"20260531",XX00000277,徐州******营业部,XX00000254,徐州分公司
"20260531",XX00000278,河南******营业部,XX00000256,河南分公司
"20260531",XX00000279,山东******营业部,XX00000260,山东分公司
"20260531",XX00000280,扬州******营业部,XX00000258,扬州分公司
"20260531",XX00000281,安徽******营业部,XX00000259,安徽分公司
"20260531",XX00000282,吉林******营业部,XX00000223,黑龙江分公司
"20260531",XX00000283,深圳******营业部,XX00000242,深圳分公司
"20260531",XX00000284,大庆******营业部,XX00000223,黑龙江分公司
"20260531",XX00000285,上海******营业部,XX00000105,上海分公司
"20260531",XX00000286,滁州******营业部,XX00000259,安徽分公司
"20260531",XX00000287,南京******营业部,XX00000080,南京分公司
"20260531",XX00000288,深圳******营业部,XX00000242,深圳分公司
"20260531",XX00000289,湖北******营业部,XX00000128,湖北分公司
"20260531",XX00000290,铜陵******营业部,XX00000259,安徽分公司
"20260531",XX00000291,上海******营业部,XX00000105,上海分公司
"20260531",XX00000292,天津******营业部,XX00000115,天津分公司
"20260531",XX00000293,广东******营业部,XX00000129,广东分公司
"20260531",XX00000294,江阴******营业部,XX00000255,无锡分公司
"20260531",XX00000295,江阴******营业部,XX00000255,无锡分公司
"20260531",XX00000296,江阴******营业部,XX00000255,无锡分公司
"20260531",XX00000297,江阴******营业部,XX00000255,无锡分公司
"20260531",XX00000298,江阴******营业部,XX00000255,无锡分公司
"20260531",XX00000299,北京******营业部,XX00000112,北京分公司
"20260531",XX00000301,苏州******营业部,XX00000090,苏州分公司
"20260531",XX00000302,南通******营业部,XX00000098,南通分公司
"20260531",XX00000303,福建******营业部,XX00000257,福建分公司
"20260531",XX00000304,辽宁******营业部,XX00000153,辽宁分公司
"20260531",XX00000305,西北******营业部,XX00000274,西北分公司
"20260531",XX00000306,赣州******营业部,XX00000273,江西分公司
"20260531",XX00000307,上海******营业部,XX00000105,上海分公司
"20260531",XX00000308,北京******营业部,XX00000112,北京分公司
"20260531",XX00000309,东莞******营业部,XX00000129,广东分公司
"20260531",XX00000310,宁波******营业部,XX00000165,浙江分公司
"20260531",XX00000311,北京******营业部,XX00000112,北京分公司
"20260531",XX00000312,义乌******营业部,XX00000165,浙江分公司
"20260531",XX00000314,北京******营业部,XX00000112,北京分公司
"20260531",XX00000315,黑龙******营业部,XX00000223,黑龙江分公司
"20260531",XX00000316,四川******营业部,XX00000171,四川分公司
"20260531",XX00000317,衡阳******营业部,XX00000263,湖南分公司
"20260531",XX00000318,长沙******营业部,XX00000263,湖南分公司
"20260531",XX00000319,长沙******营业部,XX00000263,湖南分公司
"20260531",XX00000320,株洲******营业部,XX00000263,湖南分公司
"20260531",XX00000321,深圳******营业部,XX00000242,深圳分公司
"20260531",XX00000322,九江******营业部,XX00000273,江西分公司
"20260531",XX00000323,佛山******营业部,XX00000129,广东分公司
"20260531",XX00000324,珠海******营业部,XX00000129,广东分公司
"20260531",XX00000325,乌鲁******营业部,XX00000274,西北分公司
"20260531",XX00000332,武汉******营业部,XX00000128,湖北分公司
"20260531",XX00000333,襄阳******营业部,XX00000128,湖北分公司
"20260531",XX00000334,常州******营业部,XX00000253,常州分公司
"20260531",XX00000335,三亚******营业部,XX00000242,深圳分公司
