"data_dt","pty_id","nm_tot_aset","nm_bal","fc_pur_aset","fc_bal"
"20260130",C000000000000199,136981.0800,241.0800,0.0000,0.0000
"20260130",C000000000000200,471584.0860,1.1500,0.0000,0.0000
"20260130",C000000000000201,32660.7900,100.0000,0.0000,0.0000
"20260130",C000000000000202,12.9600,12.9600,0.0000,0.0000
"20260130",C000000000000203,221366.4500,55978.4500,0.0000,0.0000
"20260130",C000000000000204,132458.7500,69.7500,0.0000,0.0000
"20260130",C000000000000205,37075.5270,873.5100,0.0000,0.0000
"20260130",C000000000000206,209.4900,200.1300,492347.9700,98893.1500
"20260130",C000000000000207,117062.7500,1049.7400,0.0000,0.0000
"20260130",C000000000000208,397795.1250,102447.1700,0.0000,0.0000
"20260130",C000000000000209,1440785.0190,103.9700,0.0000,0.0000
"20260130",C000000000000210,255312.9100,27796.9100,0.0000,0.0000
"20260130",C000000000000211,412085.6200,2725.6200,0.0000,0.0000
"20260130",C000000000000212,435265.7500,200.0300,0.0000,0.0000
"20260130",C000000000000213,316.3000,316.0200,0.0000,0.0000
"20260130",C000000000000214,628168.9800,23167.1800,686.2500,686.2500
"20260130",C000000000000215,62252.9100,1532.5300,0.0000,0.0000
"20260130",C000000000000216,857517.8330,1.0400,0.0000,0.0000
"20260130",C000000000000217,1.0900,1.0900,0.0000,0.0000
"20260130",C000000000000218,606679.3300,101.7500,0.0000,0.0000
"20260130",C000000000000219,206068.1700,16247.3700,0.0000,0.0000
"20260130",C000000000000220,144887.0800,11691.0800,0.0000,0.0000
"20260130",C000000000000221,192165.9100,727.9100,0.0000,0.0000
"20260130",C000000000000222,42312.9500,203.3700,0.0000,0.0000
"20260130",C000000000000223,305712.1400,610.8600,0.0000,0.0000
"20260130",C000000000000224,30781.4800,121.4800,0.0000,0.0000
"20260130",C000000000000225,10471.3600,0.0000,0.0000,0.0000
"20260130",C000000000000226,4076109.1408,315.9000,0.0000,0.0000
"20260130",C000000000000227,583958.8300,75094.8300,0.0000,0.0000
"20260130",C000000000000228,573377.6800,101.0500,0.0000,0.0000
"20260130",C000000000000230,292577.7510,37532.1200,0.0000,0.0000
"20260130",C000000000000231,61741.6400,4402.6400,0.0000,0.0000
"20260130",C000000000000232,2702.9300,1535.5500,0.0000,0.0000
"20260130",C000000000000233,3923158.7000,101.2200,0.0000,0.0000
"20260130",C000000000000234,39088.8600,3958.8600,0.0000,0.0000
"20260130",C000000000000235,298469.4400,100.0400,0.0000,0.0000
"20260130",C000000000000236,2484.8500,10.9900,0.0000,0.0000
"20260130",C000000000000237,498982.4440,282797.4500,0.0000,0.0000
"20260130",C000000000000238,321598.2800,27649.7800,0.0000,0.0000
"20260130",C000000000000239,21532.2400,76.2400,0.0000,0.0000
"20260130",C000000000000240,0.3800,0.0600,0.0000,0.0000
"20260130",C000000000000241,82844.6320,418.7800,0.0000,0.0000
"20260130",C000000000000242,109389.3100,4857.4100,0.0000,0.0000
"20260130",C000000000000243,1297508.3830,5487.3100,0.0000,0.0000
"20260130",C000000000000244,656727.9400,115.9400,0.0000,0.0000
"20260130",C000000000000245,199167.8300,70.8300,0.0000,0.0000
"20260130",C000000000000246,3686698.4100,101.6400,40.2700,40.2700
"20260130",C000000000000247,2835.7000,249.7000,0.0000,0.0000
"20260130",C000000000000248,1340.1500,368.1500,39548.3300,2876.3300
"20260130",C000000000000249,1000.0000,1000.0000,0.0000,0.0000
"20260130",C000000000000250,103974.7900,78600.7900,0.0000,0.0000
"20260130",C000000000000251,539116.1800,201.1900,0.0000,0.0000
"20260130",C000000000000253,384214.2020,1.0500,0.0000,0.0000
"20260130",C000000000000254,250110.6700,10335.7100,0.0000,0.0000
"20260130",C000000000000255,363250.9000,268.2000,0.0000,0.0000
"20260130",C000000000000256,6735.5100,336.5100,0.0000,0.0000
"20260130",C000000000000257,10622.2900,94.0300,0.0000,0.0000
"20260130",C000000000000258,269612.2600,1.1500,0.0000,0.0000
"20260130",C000000000000259,856907.8000,141998.2300,0.0000,0.0000
"20260130",C000000000000260,2785697.4410,36255.3500,0.0000,0.0000
"20260130",C000000000000261,69198.9500,31488.9500,0.0000,0.0000
"20260130",C000000000000262,780586.2700,312.4400,0.0000,0.0000
"20260130",C000000000000263,881113.7840,445.1800,0.7400,0.7400
"20260130",C000000000000264,1.4300,1.3600,0.0000,0.0000
"20260130",C000000000000265,54798.5500,1139.5500,24.5300,24.5300
"20260130",C000000000000266,850401.1200,250.1200,0.0000,0.0000
"20260130",C000000000000267,4313117.5860,201.5200,6745257.5200,60746.2200
"20260130",C000000000000268,144093.0600,319.5200,0.0000,0.0000
"20260130",C000000000000269,1785248.4076,101.1000,9581188.1100,2103.8400
"20260130",C000000000000270,808366.3510,124.4400,0.0000,0.0000
"20260130",C000000000000271,3427016.4400,101.0500,0.0000,0.0000
"20260130",C000000000000272,158600.2900,1.1500,0.0000,0.0000
"20260130",C000000000000273,70656.3400,1056.3400,0.0000,0.0000
"20260130",C000000000000274,0.0000,0.0000,0.1100,0.1100
"20260130",C000000000000275,155927.0610,1201.0500,0.0000,0.0000
"20260130",C000000000000276,24836.0900,1.0500,0.0000,0.0000
"20260130",C000000000000277,957368.7200,206.7200,0.0000,0.0000
"20260130",C000000000000278,25798406.6673,107142.1233,0.0000,0.0000
"20260130",C000000000000279,201826.6300,332.9200,0.0000,0.0000
"20260130",C000000000000280,128096.5000,929.5000,0.0000,0.0000
"20260130",C000000000000281,16861.9900,1.1000,0.0000,0.0000
"20260130",C000000000000282,540697.7460,101.0500,0.0000,0.0000
"20260130",C000000000000283,1.5200,1.5200,0.0000,0.0000
"20260130",C000000000000284,5241385.8200,5000101.0000,0.2200,0.2200
"20260130",C000000000000285,103531.2600,1221.0800,0.0000,0.0000
"20260130",C000000000000286,3592340.0000,100.0000,0.0000,0.0000
"20260130",C000000000000287,122961.3500,53643.3500,0.0000,0.0000
"20260130",C000000000000288,277032.3200,52600.3200,0.0000,0.0000
"20260130",C000000000000289,411806.6800,2976.6800,0.0000,0.0000
"20260130",C000000000000290,110138.3500,1.1500,0.0000,0.0000
"20260130",C000000000000291,515393.0500,473888.1300,0.0000,0.0000
"20260130",C000000000000292,667906.2700,563.2700,0.0000,0.0000
"20260130",C000000000000293,50162.1900,161.6200,0.0000,0.0000
"20260130",C000000000000294,134729.1200,1685.1200,0.0000,0.0000
"20260130",C000000000000295,0.3600,0.3600,0.0000,0.0000
"20260130",C000000000000296,68917.5600,1.0500,0.0000,0.0000
"20260130",C000000000000297,7382700.8970,498.3500,15.5400,15.5400
"20260130",C000000000000298,96037.3500,7697.5400,0.0000,0.0000
"20260130",C000000000000299,110.8100,100.0200,1819204.0600,1016.3300
"20260130",C000000000000300,128.9300,0.5400,0.0000,0.0000
"20260130",C000000000000301,98445.4900,101.1000,0.0000,0.0000
"20260130",C000000000000302,324.8900,285.9800,534798.5500,518.8700
"20260130",C000000000000303,153293.7600,945.7600,0.0000,0.0000
"20260130",C000000000000304,145051.6100,710.9000,0.0000,0.0000
"20260130",C000000000000305,280250.0320,945.2500,104593.7800,340.9600
"20260130",C000000000000306,10354.1787,340.4467,0.0000,0.0000
"20260130",C000000000000307,67.1500,67.1500,0.0000,0.0000
"20260130",C000000000000308,3228.9500,795.9500,0.0000,0.0000
"20260130",C000000000000309,55249.0600,72.2300,0.0000,0.0000
"20260130",C000000000000310,299321.0900,248.0900,0.0000,0.0000
"20260130",C000000000000311,596.9000,563.3200,243900.0900,243900.0900
"20260130",C000000000000312,320828.7600,1.1300,0.0000,0.0000
"20260130",C000000000000313,675805.0100,20805.0100,0.0000,0.0000
"20260130",C000000000000314,28334.0400,678.0200,0.0000,0.0000
"20260130",C000000000000315,1058895.8790,846.3200,0.0000,0.0000
"20260130",C000000000000316,117411.0300,431.5100,902.0700,902.0700
"20260130",C000000000000317,213404.7500,43260.4100,0.0000,0.0000
"20260130",C000000000000318,75046.5700,738.1800,0.0000,0.0000
"20260130",C000000000000319,2007963.1100,101.0500,0.0000,0.0000
"20260130",C000000000000320,562194.6800,1.0500,0.0000,0.0000
"20260130",C000000000000321,372283.9400,2470.9400,0.0000,0.0000
"20260130",C000000000000322,83946.3000,48287.4900,0.0000,0.0000
"20260130",C000000000000323,9668.7800,713.7800,0.0000,0.0000
"20260130",C000000000000324,79220.8700,1.0500,0.0000,0.0000
"20260130",C000000000000325,4488.4400,557.5800,0.0000,0.0000
"20260130",C000000000000326,3526510.5820,2803.8700,8.6200,8.6200
"20260130",C000000000000327,765181.9200,65831.9200,0.0000,0.0000
"20260130",C000000000000328,18342.3300,10812.3300,0.0000,0.0000
"20260130",C000000000000329,1221399.5400,0.0000,0.0000,0.0000
"20260130",C000000000000330,55628.7100,18433.7100,0.0000,0.0000
"20260130",C000000000000331,1284614.8100,100.0000,0.0000,0.0000
"20260130",C000000000000332,1062917.0300,117.0000,0.0000,0.0000
"20260130",C000000000000333,85752.0200,100.2500,0.0000,0.0000
"20260130",C000000000000334,646151.7300,28051.0800,0.0000,0.0000
"20260130",C000000000000335,2415366.0300,278.3300,0.0000,0.0000
"20260130",C000000000000336,36222153.1672,1199.3300,0.0000,0.0000
"20260130",C000000000000337,140397.2600,1.1000,0.0000,0.0000
"20260130",C000000000000338,429644.4400,100001.0500,0.0000,0.0000
"20260130",C000000000000339,44848.1000,860.5000,0.0000,0.0000
"20260130",C000000000000340,2704842.7200,101.0500,0.0000,0.0000
"20260130",C000000000000341,797600.0300,2.4100,0.0000,0.0000
"20260130",C000000000000342,518.4300,202.0100,973485.5500,0.0000
"20260130",C000000000000343,562641.1221,6317.1100,1636656.1100,348570.5800
"20260130",C000000000000344,154218.7400,250.4100,0.0000,0.0000
"20260130",C000000000000345,1019672.8400,101.4000,0.0000,0.0000
"20260130",C000000000000346,89842.2500,105.2500,215801.0500,0.0000
"20260130",C000000000000347,13612.6300,112.2600,0.0000,0.0000
"20260130",C000000000000348,1993.7100,497.2800,0.0000,0.0000
"20260130",C000000000000349,331878.9300,473.7800,0.0000,0.0000
"20260130",C000000000000350,40539.6100,39988.6500,0.0000,0.0000
"20260130",C000000000000351,2908837.7900,101.0500,0.0000,0.0000
"20260130",C000000000000352,1636993.2100,201.5200,1206344.6900,18.5100
"20260130",C000000000000353,2033660.8780,1021.3500,5824.4300,5824.4300
"20260130",C000000000000354,683216.0900,125.0400,0.0000,0.0000
"20260130",C000000000000355,45412.0100,14761.0100,0.0000,0.0000
"20260217",C000000000000002,11646020.5820,202.9600,0.0000,0.0000
"20260217",C000000000000003,3612816.9110,74222.5200,0.0000,0.0000
"20260217",C000000000000004,66290125.7000,6232587.9600,0.0000,0.0000
"20260217",C000000000000005,4187126.1400,7286.1200,0.0000,0.0000
"20260217",C000000000000006,272327.4600,1.0500,0.0000,0.0000
"20260217",C000000000000007,22745235.0400,3000100.0000,0.0000,0.0000
"20260217",C000000000000008,105162.1300,1.0500,0.0000,0.0000
"20260217",C000000000000009,166442.0800,545.9100,0.0000,0.0000
"20260217",C000000000000010,5447323.5720,799.3400,0.0000,0.0000
"20260217",C000000000000011,224433.3700,10650.3700,0.0000,0.0000
"20260217",C000000000000012,100.0000,100.0000,0.0000,0.0000
"20260217",C000000000000013,12256.3700,4222.3700,0.0000,0.0000
"20260217",C000000000000014,1.4500,1.2100,0.0000,0.0000
"20260217",C000000000000015,0.0700,0.0700,0.0000,0.0000
"20260217",C000000000000016,44069.8800,26079.8800,0.0000,0.0000
"20260217",C000000000000017,333075.0400,100.0000,0.0000,0.0000
"20260217",C000000000000018,202179.1600,1.1000,0.0000,0.0000
"20260217",C000000000000019,15859.2300,505.2300,0.0000,0.0000
"20260217",C000000000000020,1157138.1600,201.1300,0.0000,0.0000
"20260217",C000000000000021,1445828.8000,101.0900,0.0000,0.0000
"20260217",C000000000000022,5262526.7900,101.1000,0.0000,0.0000
"20260217",C000000000000023,259.9000,259.9000,23.0800,23.0800
"20260217",C000000000000024,706116.8900,7216.8900,0.0000,0.0000
"20260217",C000000000000025,8196.9100,441.9100,0.0000,0.0000
"20260217",C000000000000026,8106128.1060,102.9300,0.0000,0.0000
"20260217",C000000000000027,60.7200,60.7200,0.0000,0.0000
"20260217",C000000000000028,45498.3700,7.8700,0.0000,0.0000
"20260217",C000000000000029,216455.4300,17376.4300,0.0000,0.0000
"20260217",C000000000000030,190350.8200,1304.8200,0.0000,0.0000
"20260217",C000000000000031,223737.0400,88.2400,0.0000,0.0000
"20260217",C000000000000032,346995.8500,3075.8500,0.0000,0.0000
"20260217",C000000000000033,1084155.7500,390.8500,0.0000,0.0000
"20260217",C000000000000034,635175.6200,100.0000,0.0000,0.0000
"20260217",C000000000000035,68958.9800,465.2800,0.0000,0.0000
"20260217",C000000000000036,2575709.5800,300.7400,0.0000,0.0000
"20260217",C000000000000037,1456970.7800,221.4600,0.0000,0.0000
"20260217",C000000000000038,30066.0200,69.2200,0.0000,0.0000
"20260217",C000000000000039,402264.4200,424.4400,0.0000,0.0000
"20260217",C000000000000040,12217.6000,10159.6000,146980.3300,11.2200
"20260217",C000000000000041,11241514.8300,101.0500,0.0000,0.0000
"20260217",C000000000000042,3764.0900,1033.5700,95958.7700,70118.7700
"20260217",C000000000000043,16209633.7200,200.0000,0.0000,0.0000
"20260217",C000000000000044,460.3600,375.1200,266309.1000,239259.1000
"20260217",C000000000000045,138566.3700,2186.3700,0.0000,0.0000
"20260217",C000000000000046,99528.4900,528.4900,0.0000,0.0000
"20260217",C000000000000047,67328.9300,67328.9300,0.0000,0.0000
"20260217",C000000000000048,7844.8100,315.6000,0.0000,0.0000
"20260217",C000000000000049,1696963.9113,1419.0469,0.0000,0.0000
"20260217",C000000000000050,818946.4650,101.7500,0.0000,0.0000
"20260217",C000000000000051,1259598.0300,101.0600,0.2400,0.2400
"20260217",C000000000000052,304887.3000,1.0500,0.0000,0.0000
"20260217",C000000000000053,89133.6900,54695.6900,0.0000,0.0000
"20260217",C000000000000054,15195.6500,4654.5500,0.0000,0.0000
"20260217",C000000000000055,5593013.4500,871.2900,10026.3000,1096.3000
"20260217",C000000000000056,1.1600,1.1600,0.0000,0.0000
"20260217",C000000000000057,259940.1210,101.0900,0.0000,0.0000
"20260217",C000000000000059,0.5400,0.0000,0.0000,0.0000
"20260217",C000000000000060,20.5300,0.0000,0.0000,0.0000
"20260217",C000000000000061,197345.2000,4343.2000,0.0000,0.0000
"20260217",C000000000000062,539004.8600,2287.7200,0.0000,0.0000
"20260217",C000000000000063,240911.6050,4779.3400,0.0000,0.0000
"20260217",C000000000000064,98124.8690,1.2400,0.0000,0.0000
"20260217",C000000000000065,24152.5500,28.5300,0.0000,0.0000
"20260217",C000000000000066,17474.5300,3074.5300,0.0000,0.0000
"20260217",C000000000000067,127687.1300,1.0500,0.0000,0.0000
"20260217",C000000000000068,3807.9600,577.9600,0.0000,0.0000
"20260217",C000000000000069,307923.1410,476.3700,0.0000,0.0000
"20260217",C000000000000070,39437.5000,1.1500,0.0000,0.0000
"20260217",C000000000000072,36773.4900,3262.4900,0.0000,0.0000
